From	Uniprot_Entry	Reviewed	Seq_ID	Protein_names	Gene_Names	Organism	Length	Taxonomic_lineage	Active_site	Binding_site	EC_number	Function	Protein_families	RefSeq	AlphaFoldDB	PDB	EMDB
B2J731	B2J731	unreviewed	B2J731_NOSP7	Rhomboid family protein	Npun_R0460	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	223	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Nostoc (genus), Nostoc punctiforme (species)					Peptidase S54 family	WP_012407265.1;	B2J731;		
S9Z1L8	S9Z1L8		S9Z1L8_CAMFR														
W5EH56	W5EH56		W5EH56_WHEAT														
E2C6G0	E2C6G0	unreviewed	E2C6G0_HARSA	Protein rhomboid	EAI_05368	Harpegnathos saltator (Jerdon's jumping ant)	217	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Hymenoptera (order), Apocrita (suborder), Aculeata (infraorder), Formicoidea (superfamily), Formicidae (family), Ponerinae (subfamily), Ponerini (tribe), Harpegnathos (genus)	"ACT_SITE 106; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 167; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""				Peptidase S54 family		E2C6G0;		
M7Z757	M7Z757	unreviewed	M7Z757_TRIUA	RHOMBOID-like protein (EC 3.4.21.105)	TRIUR3_19426	Triticum urartu (Red wild einkorn) (Crithodium urartu)	302	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		M7Z757;		
W5FZT3	W5FZT3		W5FZT3_WHEAT														
B5HQK5	B5HQK5	unreviewed	B5HQK5_STRX2	Rhomboid family protein	SSEG_01690	Streptomyces sviceus (strain ATCC 29083 / DSM 924 / JCM 4929 / NBRC 13980 / NCIMB 11184 / NRRL 5439 / UC 5370)	305	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), Streptomyces sviceus (species)					Peptidase S54 family	WP_007381355.1;	B5HQK5;		
C9P0U0	C9P0U0		C9P0U0_VIBME														
D7LWE1	D7LWE1	unreviewed	D7LWE1_ARALL	Rhomboid family protein	ARALYDRAFT_486418	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)	269	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus), Arabidopsis lyrata (species)					Peptidase S54 family	XP_002876508.1;	D7LWE1;		
A0A0M8VB18	A0A0M8VB18	unreviewed	A0A0M8VB18_9ACTN	Rhomboid family protein	ADL01_34585	Streptomyces sp. NRRL WC-3618	297	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), unclassified Streptomyces (no rank)					Peptidase S54 family	WP_053745982.1;	A0A0M8VB18;		
K4ACL9	K4ACL9	unreviewed	K4ACL9_SETIT	RHOMBOID-like protein (EC 3.4.21.105)	LOC101769352 SETIT_9G567800v2	Setaria italica (Foxtail millet) (Panicum italicum)	324	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Panicodae (no rank), Paniceae (tribe), Cenchrinae (subtribe), Setaria (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_004985988.1;			
D7I2X3	D7I2X3		D7I2X3_PSESS														
B8AD89	B8AD89	unreviewed	B8AD89_ORYSI	RHOMBOID-like protein (EC 3.4.21.105)	OsI_00380	Oryza sativa subsp. indica (Rice)	428	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Oryzoideae (subfamily), Oryzeae (tribe), Oryzinae (subtribe), Oryza (genus), Oryza sativa (species)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		B8AD89;		
E6WH17	E6WH17	unreviewed	E6WH17_PANSA	Rhomboid protease GlpG	glpG Pat9b_3715	Pantoea sp. (strain At-9b)	276	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Pantoea (genus), unclassified Pantoea (no rank)	"ACT_SITE 201; /note=""Nucleophile""; /evidence=""ECO:0000256|HAMAP-Rule:MF_01594""; ACT_SITE 254; /evidence=""ECO:0000256|HAMAP-Rule:MF_01594"""		3.4.21.105	FUNCTION: Rhomboid-type serine protease that catalyzes intramembrane proteolysis. {ECO:0000256|HAMAP-Rule:MF_01594}.	Peptidase S54 family		E6WH17;		
E1FGI5	E1FGI5		E1FGI5_LOALO														
A0A0A8EN79	A0A0A8EN79	unreviewed	A0A0A8EN79_9ACTN	Peptidase S54 rhomboid domain-containing protein	GZL_04696	Streptomyces sp. 769	304	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), unclassified Streptomyces (no rank)					Peptidase S54 family	WP_039634761.1;	A0A0A8EN79;		
A0A0B0MRY8	A0A0B0MRY8	unreviewed	A0A0B0MRY8_GOSAR	RHOMBOID-like protein (EC 3.4.21.105)	F383_28984	Gossypium arboreum (Tree cotton) (Gossypium nanking)	326	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Malvales (order), Malvaceae (family), Malvoideae (subfamily), Gossypium (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_017624460.1;	A0A0B0MRY8;		
G3PKD2	G3PKD2	unreviewed	G3PKD2_GASAC	Rhomboid-related protein 2 (EC 3.4.21.105)		Gasterosteus aculeatus aculeatus (three-spined stickleback)	298	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Eupercaria (clade), Perciformes (order), Cottioidei (suborder), Gasterosteales (infraorder), Gasterosteidae (family), Gasterosteus (genus), Gasterosteus aculeatus (species)	"ACT_SITE 182; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 245; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""		3.4.21.105	FUNCTION: Involved in regulated intramembrane proteolysis and the subsequent release of functional polypeptides from their membrane anchors. {ECO:0000256|PIRNR:PIRNR037470}.	Peptidase S54 family		G3PKD2;		
F9T6B6	F9T6B6	unreviewed	F9T6B6_9VIBR	Intramembrane serine protease GlpG	IX91_14550	Vibrio tubiashii ATCC 19109	276	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio oreintalis group (no rank), Vibrio tubiashii (species)						WP_004745049.1;	F9T6B6;		
A0A072VDE3	A0A072VDE3	unreviewed	A0A072VDE3_MEDTR	RHOMBOID-like protein (EC 3.4.21.105)	11414014 MTR_2g097210	Medicago truncatula (Barrel medic) (Medicago tribuloides)	300	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Fabales (order), Fabaceae (family), Papilionoideae (subfamily), 50 kb inversion clade (clade), NPAAA clade (clade), Hologalegina (clade), IRL clade (clade), Trifolieae (tribe), Medicago (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_013465413.1;	A0A072VDE3;		
B4NQ62	B4NQ62	unreviewed	B4NQ62_DROWI	EF-hand domain-containing protein	Dwil\GK15930 Dwil_GK15930	Drosophila willistoni (Fruit fly)	418	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Sophophora (subgenus), willistoni group (no rank), willistoni subgroup (no rank)	"ACT_SITE 300; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 359; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""				Peptidase S54 family	XP_002075301.1;	B4NQ62;		
A0A094E673	A0A094E673	unreviewed	A0A094E673_9PEZI	Rhomboid-type serine protease (EC 3.4.21.105)	V497_00525	Pseudogymnoascus sp. VKM F-4516 (FW-969)	583	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Thelebolales (order), Thelebolaceae (family), Pseudogymnoascus (genus), unclassified Pseudogymnoascus (no rank)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		A0A094E673;		
M4DEE1	M4DEE1	unreviewed	M4DEE1_BRACM	RHOMBOID-like protein (EC 3.4.21.105)		Brassica campestris (Field mustard)	424	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Brassiceae (tribe), Brassica (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		M4DEE1;		
A0A096NKH7	A0A096NKH7		A0A096NKH7_PAPAN														
A0A0N1NQ87	A0A0N1NQ87	unreviewed	A0A0N1NQ87_9ACTN	Peptidase S54, rhomboid domain containing protein	OV320_7469	Actinobacteria bacterium OV320	261	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), unclassified Actinomycetes (no rank)							A0A0N1NQ87;		
A0A0E0MIE3	A0A0E0MIE3	unreviewed	A0A0E0MIE3_ORYPU	RHOMBOID-like protein (EC 3.4.21.105)		Oryza punctata (Red rice)	800	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Oryzoideae (subfamily), Oryzeae (tribe), Oryzinae (subtribe), Oryza (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		A0A0E0MIE3;		
A0A0G0XGX1	A0A0G0XGX1	unreviewed	A0A0G0XGX1_9BACT	Rhomboid family protein	UU81_C0022G0007	Microgenomates group bacterium GW2011_GWC1_41_8	231	cellular organisms (no rank), Bacteria (superkingdom), Bacteria incertae sedis (no rank), Bacteria candidate phyla (clade), Patescibacteria group (clade), Microgenomates group (clade), unclassified Microgenomates group (no rank)					Peptidase S54 family		A0A0G0XGX1;		
A0A0D9YIK7	A0A0D9YIK7	unreviewed	A0A0D9YIK7_9ORYZ	Peptidase S54 rhomboid domain-containing protein		Oryza glumipatula	273	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Oryzoideae (subfamily), Oryzeae (tribe), Oryzinae (subtribe), Oryza (genus)					Peptidase S54 family		A0A0D9YIK7;		
F7C7A4	F7C7A4	unreviewed	F7C7A4_CALJA	Rhomboid-related protein 2 (EC 3.4.21.105)	RHBDL2	Callithrix jacchus (White-tufted-ear marmoset)	303	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Platyrrhini (parvorder), Cebidae (family), Callitrichinae (subfamily), Callithrix (genus), Callithrix (subgenus)	"ACT_SITE 187; /note=""Nucleophile""; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50""; ACT_SITE 250; /evidence=""ECO:0000256|PIRSR:PIRSR037470-50"""		3.4.21.105	FUNCTION: Involved in regulated intramembrane proteolysis and the subsequent release of functional polypeptides from their membrane anchors. {ECO:0000256|PIRNR:PIRNR037470}.	Peptidase S54 family	XP_017830070.1;			
A0A067KTP2	A0A067KTP2	unreviewed	A0A067KTP2_JATCU	RHOMBOID-like protein (EC 3.4.21.105)	JCGZ_09073	Jatropha curcas (Barbados nut)	392	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Malpighiales (order), Euphorbiaceae (family), Crotonoideae (subfamily), Jatropheae (tribe), Jatropha (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family	XP_012074937.1;	A0A067KTP2;		
V4T160	V4T160	unreviewed	V4T160_CITCL	UBA domain-containing protein	CICLE_v10011870mg	Citrus clementina (Clementine) (Citrus deliciosa x Citrus sinensis)	408	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Sapindales (order), Rutaceae (family), Aurantioideae (subfamily), Citrus (genus)					Peptidase S54 family	XP_006429971.1;	V4T160;		
M1W7R3	M1W7R3	unreviewed	M1W7R3_CLAP2	Rhomboid-type serine protease (EC 3.4.21.105)	CPUR_02310	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	478	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Hypocreomycetidae (subclass), Hypocreales (order), Clavicipitaceae (family), Claviceps (genus), Claviceps purpurea (species)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family		M1W7R3;		
K3XHN9	K3XHN9	unreviewed	K3XHN9_SETIT	RHOMBOID-like protein (EC 3.4.21.105)	SETIT_5G101700v2	Setaria italica (Foxtail millet) (Panicum italicum)	452	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Panicodae (no rank), Paniceae (tribe), Cenchrinae (subtribe), Setaria (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family				
B8HRW5	B8HRW5	unreviewed	B8HRW5_CYAP4	Rhomboid family protein	Cyan7425_0228	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	237	cellular organisms (no rank), Bacteria (superkingdom), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Gomontiellales (order), Cyanothecaceae (family), Cyanothece (genus), unclassified Cyanothece (no rank)					Peptidase S54 family		B8HRW5;		
A0A077RVP2	A0A077RVP2	unreviewed	A0A077RVP2_WHEAT	RHOMBOID-like protein (EC 3.4.21.105)	TRAES_3BF083000080CFD_c1	Triticum aestivum (Wheat)	374	cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), BOP clade (clade), Pooideae (subfamily), Triticodae (no rank), Triticeae (tribe), Triticinae (subtribe), Triticum (genus)			3.4.21.105	FUNCTION: Serine protease involved in intramembrane proteolysis. {ECO:0000256|RuleBase:RU362115}.	Peptidase S54 family				
