From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	EC number	Active site	Binding site	Catalytic activity	Gene Ontology (GO)	3D	Protein families	RefSeq	AlphaFoldDB	PDB	Pfam
A0A643BU09	A0A643BU09	unreviewed	A0A643BU09_BALPH	dihydrofolate reductase (EC 1.5.1.3)	E2I00_005393	Balaenoptera physalus (Fin whale) (Balaena physalus)	197	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Whippomorpha (suborder), Cetacea (infraorder), Mysticeti (parvorder), Balaenopteridae (family), Balaenoptera (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A643BU09;		PF00186;
A0A385E784	A0A385E784	unreviewed	A0A385E784_9CAUD	dihydrofolate reductase (EC 1.5.1.3)		Vibrio phage vB_VpS_PG07	177	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Demerecviridae (family), Pogseptimavirus (genus), Pogseptimavirus PG07 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A4S1EEW0	A0A4S1EEW0	unreviewed	A0A4S1EEW0_9BURK	dihydrofolate reductase (EC 1.5.1.3)	E4695_05715	Alcaligenaceae bacterium 429	78	cellular organisms (no rank), Bacteria (superkingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Alcaligenaceae (family), unclassified Alcaligenaceae (no rank)	1.5.1.3				cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A4S1EEW0;		PF00186;
Q7Y267	Q7Y267	unreviewed	Q7Y267_BPR69	dihydrofolate reductase (EC 1.5.1.3)	frd	Escherichia phage RB69 (Bacteriophage RB69)	195	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Mosigvirus (genus), Mosigvirus RB69 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	NP_861932.1;			PF00186;
A0A098VNF9	A0A098VNF9	unreviewed	A0A098VNF9_9MICR	Dihydrofolate reductase (EC 1.5.1.3)	DI09_62p160	Mitosporidium daphniae	319	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Microsporidia (phylum), Microsporidia incertae sedis (no rank), Mitosporidium (genus)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]			XP_013237039.1;	A0A098VNF9;		PF00186;
L8Y8W6	L8Y8W6	unreviewed	L8Y8W6_TUPCH	dihydrofolate reductase (EC 1.5.1.3)	TREES_T100005801	Tupaia chinensis (Chinese tree shrew)	150	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Scandentia (order), Tupaiidae (family), Tupaia (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		L8Y8W6;		PF00186;
A0A2T3BGA9	A0A2T3BGA9	unreviewed	A0A2T3BGA9_AMORE	Dihydrofolate reductase (EC 1.5.1.3)	M430DRAFT_166764	Amorphotheca resinae ATCC 22711	147	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Amorphothecaceae (family), Amorphotheca (genus), Amorphotheca resinae (species)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				A0A2T3BGA9;		PF00186;
A0A370TRM1	A0A370TRM1	unreviewed	A0A370TRM1_9HELO	Dihydrofolate reductase (EC 1.5.1.3)	BP5553_05612	Venustampulla echinocandica	150	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Pleuroascaceae (family), Venustampulla (genus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]				A0A370TRM1;		PF00186;
A0A1E3BI53	A0A1E3BI53	unreviewed	A0A1E3BI53_ASPCR	Dihydrofolate reductase (EC 1.5.1.3)	SI65_03693	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	259	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Aspergillus (subgenus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A1E3BI53;		PF00186;
A0A482GLL8	A0A482GLL8	unreviewed	A0A482GLL8_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	G5211_00233	Escherichia phage vB_EcoM_G5211	189	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Krischvirus (genus), unclassified Krischvirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A2K9L1F7	A0A2K9L1F7	unreviewed	A0A2K9L1F7_9VIRU	thymidylate synthase (EC 2.1.1.45)		Tupanvirus soda lake	532	Viruses (superkingdom), Varidnaviria (clade), Bamfordvirae (kingdom), Nucleocytoviricota (phylum), Megaviricetes (class), Imitervirales (order), Mimiviridae (family), Megamimivirinae (subfamily), Tupanvirus (genus)	2.1.1.45				dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;PF00303;
A0A3N4LKM7	A0A3N4LKM7	unreviewed	A0A3N4LKM7_9PEZI	Dihydrofolate reductase (EC 1.5.1.3)	L211DRAFT_796684	Terfezia boudieri ATCC MYA-4762	228	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), Pezizomycetes (class), Pezizales (order), Pezizaceae (family), Terfezia (genus), Terfezia boudieri (species)	1.5.1.3				membrane [GO:0016020]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A3N4LKM7;		PF00186;
A0A482GF67	A0A482GF67	unreviewed	A0A482GF67_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	G2494_00242	Escherichia phage vB_EcoM_G2494	193	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Krischvirus (genus), unclassified Krischvirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A0A7HCK7	A0A0A7HCK7	unreviewed	A0A0A7HCK7_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd VR5_234	Escherichia phage vb_EcoM-VR5	194	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Dhakavirus (genus), Dhakavirus vr5 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009205928.1;			PF00186;
A0A2N1JF40	A0A2N1JF40	unreviewed	A0A2N1JF40_9BASI	Dihydrofolate reductase (EC 1.5.1.3)	DFR1 MVES_000761	Malassezia vespertilionis	274	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus)	1.5.1.3				mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A2N1JF40;		PF00186;
A0A161C2M0	A0A161C2M0	unreviewed	A0A161C2M0_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	PKO111_157	Klebsiella phage PKO111	199	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Jiaodavirus (genus), Jiaodavirus pko111 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009289558.1;			PF00186;
A0A514DIN6	A0A514DIN6	unreviewed	A0A514DIN6_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	57 PBI_ARROYO_57	Microbacterium phage Arroyo	190	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Dismasvirus (genus), unclassified Dismasvirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A2R4A2G6	A0A2R4A2G6	unreviewed	A0A2R4A2G6_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	54 PBI_KIERAN_54	Microbacterium phage Kieran	194	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Dismasvirus (genus), Dismasvirus dismas (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A5P8D5J6	A0A5P8D5J6	unreviewed	A0A5P8D5J6_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	58 SEA_SANSAFET_58	Microbacterium phage SansAfet	228	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Dismasvirus (genus), unclassified Dismasvirus (no rank)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]						PF00186;
A0A0G2Z5H8	A0A0G2Z5H8	unreviewed	A0A0G2Z5H8_9BACT	dihydrofolate reductase (EC 1.5.1.3)	IX53_02175	Kosmotoga pacifica	169	cellular organisms (no rank), Bacteria (superkingdom), Thermotogota (phylum), Thermotogae (class), Kosmotogales (order), Kosmotogaceae (family), Kosmotoga (genus)	1.5.1.3				cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	WP_047753957.1;	A0A0G2Z5H8;		PF00186;
A0A654HE89	A0A654HE89		A0A654HE89_9CEST	deleted															
Q56BY6	Q56BY6	unreviewed	Q56BY6_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	frd RB43ORF062w	Escherichia phage RB43	193	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Pseudotevenvirus (genus), Pseudotevenvirus RB43 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_239038.1;			PF00186;
A0A2J7PTE3	A0A2J7PTE3	unreviewed	A0A2J7PTE3_9NEOP	dihydrofolate reductase (EC 1.5.1.3)	B7P43_G16863	Cryptotermes secundus	246	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Polyneoptera (cohort), Dictyoptera (superorder), Blattodea (order), Blattoidea (superfamily), Termitoidae (no rank), Kalotermitidae (family), Cryptotermitinae (subfamily), Cryptotermes (genus)	1.5.1.3			CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873};	mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family		A0A2J7PTE3;		PF00186;
A0A1B1P988	A0A1B1P988	unreviewed	A0A1B1P988_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	kpv477_241	Klebsiella phage vB_KpnM_KpV477	199	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Jiaodavirus (genus), Jiaodavirus kpv477 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009288917.1;			PF00186;
S9UVF7	S9UVF7	unreviewed	S9UVF7_9TRYP	Bifunctional dihydrofolate reductase-thymidylate synthase	STCU_00393 STCU_02683 STCU_04130	Strigomonas culicis	540	cellular organisms (no rank), Eukaryota (superkingdom), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Strigomonadinae (subfamily), Strigomonas (genus)		ACT_SITE 420; /evidence="ECO:0000256|PIRSR:PIRSR000389-1, ECO:0000256|PROSITE-ProRule:PRU10016"		CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873}; CATALYTIC ACTIVITY: Reaction=dUMP + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate = 7,8-dihydrofolate + dTMP; Xref=Rhea:RHEA:12104, ChEBI:CHEBI:15636, ChEBI:CHEBI:57451, ChEBI:CHEBI:63528, ChEBI:CHEBI:246422; EC=2.1.1.45; Evidence={ECO:0000256|ARBA:ARBA00047344};	cytosol [GO:0005829]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Thymidylate synthase family; Dihydrofolate reductase family		S9UVF7;		PF00186;PF00303;
A0A3P4MF68	A0A3P4MF68		A0A3P4MF68_GULGU	deleted															
D2W4C0	D2W4C0	unreviewed	D2W4C0_NAEGR	Bifunctional dihydrofolate reductase-thymidylate synthase	NAEGRDRAFT_76251	Naegleria gruberi (Amoeba)	535	cellular organisms (no rank), Eukaryota (superkingdom), Discoba (clade), Heterolobosea (phylum), Tetramitia (clade), Eutetramitia (clade), Vahlkampfiidae (family), Naegleria (genus)		ACT_SITE 415; /evidence="ECO:0000256|PIRSR:PIRSR000389-1, ECO:0000256|PROSITE-ProRule:PRU10016"		CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH + H(+); Xref=Rhea:RHEA:15009, ChEBI:CHEBI:15378, ChEBI:CHEBI:57451, ChEBI:CHEBI:57453, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.3; Evidence={ECO:0000256|ARBA:ARBA00048873}; CATALYTIC ACTIVITY: Reaction=dUMP + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate = 7,8-dihydrofolate + dTMP; Xref=Rhea:RHEA:12104, ChEBI:CHEBI:15636, ChEBI:CHEBI:57451, ChEBI:CHEBI:63528, ChEBI:CHEBI:246422; EC=2.1.1.45; Evidence={ECO:0000256|ARBA:ARBA00047344};	cytosol [GO:0005829]; mitochondrion [GO:0005739]; dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]		Thymidylate synthase family; Dihydrofolate reductase family		D2W4C0;		PF00186;PF00303;
A0A0A0Q2H8	A0A0A0Q2H8	unreviewed	A0A0A0Q2H8_9CAUD	dihydrofolate reductase (EC 1.5.1.3)	PM2_258	Pectobacterium bacteriophage PM2	208	Viruses (superkingdom), Duplodnaviria (clade), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Mosugukvirus (genus), Mosugukvirus pm2 (species)	1.5.1.3				dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]		Dihydrofolate reductase family	YP_009211679.1;			PF00186;
G5CSP8	G5CSP8	unreviewed	G5CSP8_9VIRU	thymidylate synthase (EC 2.1.1.45)	mchi_373	Megavirus chiliensis	581	Viruses (superkingdom), Varidnaviria (clade), Bamfordvirae (kingdom), Nucleocytoviricota (phylum), Megaviricetes (class), Imitervirales (order), Mimiviridae (family), Megamimivirinae (subfamily), Megavirus (genus), Megavirus chilense (species)	2.1.1.45				membrane [GO:0016020]; dihydrofolate reductase activity [GO:0004146]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; methylation [GO:0032259]; tetrahydrofolate biosynthetic process [GO:0046654]			YP_004894431.1;			PF00186;PF00303;
